ttr, vv 
0.674418604651 92
0.804347826087 119
0.754716981132 128
0.68085106383 110
0.690909090909 151
0.641509433962 125
0.581632653061 220
0.565217391304 233
0.566666666667 225
0.7 155
0.688524590164 138
0.671875 181
0.56976744186 214
